"","parcela","especie","n"
"1621","16","Coccoloba.coronata",1
"1622","16","Coccoloba.manzinellensis",0
"1623","16","Colubrina.glandulosa",0
"1624","16","Cordia.alliodora",1
"1625","16","Cordia.bicolor",11
"1626","16","Cordia.lasiocalyx",10
"1627","16","Coussarea.curvigemma",1
"1628","16","Croton.billbergianus",3
"1629","16","Cupania.cinerea",0
"1630","16","Cupania.latifolia",2
"1631","16","Cupania.rufescens",0
"1632","16","Cupania.seemannii",0
"1633","16","Dendropanax.arboreus",3
"1634","16","Desmopsis.panamensis",0
"1635","16","Diospyros.artanthifolia",0
"1636","16","Dipteryx.oleifera",0
"1637","16","Drypetes.standleyi",2
"1638","16","Elaeis.oleifera",0
"1639","16","Enterolobium.schomburgkii",0
"1640","16","Erythrina.costaricensis",1
"1641","16","Erythroxylum.macrophyllum",0
"1642","16","Eugenia.florida",0
"1643","16","Eugenia.galalonensis",0
"1644","16","Eugenia.nesiotica",0
"1645","16","Eugenia.oerstediana",7
"1646","16","Faramea.occidentalis",27
"1647","16","Ficus.colubrinae",0
"1648","16","Ficus.costaricana",0
"1649","16","Ficus.insipida",0
"1650","16","Ficus.maxima",0
"1651","16","Ficus.obtusifolia",0
"1652","16","Ficus.popenoei",0
"1653","16","Ficus.tonduzii",1
"1654","16","Ficus.trigonata",0
"1655","16","Ficus.yoponensis",0
"1656","16","Garcinia.intermedia",1
"1657","16","Garcinia.madruno",0
"1658","16","Genipa.americana",2
"1659","16","Guapira.myrtiflora",2
"1660","16","Guarea.fuzzy",2
"1661","16","Guarea.grandifolia",0
"1662","16","Guarea.guidonia",7
"1663","16","Guatteria.dumetorum",5
"1664","16","Guazuma.ulmifolia",1
"1665","16","Guettarda.foliacea",0
"1666","16","Gustavia.superba",10
"1667","16","Hampea.appendiculata",0
"1668","16","Hasseltia.floribunda",7
"1669","16","Heisteria.acuminata",0
"1670","16","Heisteria.concinna",2
"1671","16","Hirtella.americana",0
"1672","16","Hirtella.triandra",4
"1673","16","Hura.crepitans",3
"1674","16","Hieronyma.alchorneoides",0
"1675","16","Inga.acuminata",7
"1676","16","Inga.cocleensis",0
"1677","16","Inga.goldmanii",0
"1678","16","Inga.laurina",0
"1679","16","Inga.semialata",6
"1680","16","Inga.nobilis",0
"1681","16","Inga.oerstediana",0
"1682","16","Inga.pezizifera",0
"1683","16","Inga.punctata",0
"1684","16","Inga.ruiziana",0
"1685","16","Inga.sapindoides",0
"1686","16","Inga.spectabilis",0
"1687","16","Inga.umbellifera",0
"1688","16","Jacaranda.copaia",6
"1689","16","Lacistema.aggregatum",1
"1690","16","Lacmellea.panamensis",0
"1691","16","Laetia.procera",0
"1692","16","Laetia.thamnia",0
"1693","16","Lafoensia.punicifolia",0
"1694","16","Licania.hypoleuca",0
"1695","16","Licania.platypus",0
"1696","16","Lindackeria.laurina",0
"1697","16","Lonchocarpus.heptaphyllus",2
"1698","16","Luehea.seemannii",4
"1699","16","Macrocnemum.roseum",0
"1700","16","Maquira.guianensis.costaricana",4
"1701","16","Margaritaria.nobilis",0
"1702","16","Marila.laxiflora",0
"1703","16","Maytenus.schippii",0
"1704","16","Miconia.affinis",0
"1705","16","Miconia.argentea",0
"1706","16","Miconia.elata",0
"1707","16","Miconia.hondurensis",0
"1708","16","Mosannona.garwoodii",0
"1709","16","Myrcia.gatunensis",0
"1710","16","Myrospermum.frutescens",0
"1711","16","Nectandra.cissiflora",0
"1712","16","Nectandra.lineata",1
"1713","16","Nectandra.purpurea",0
"1714","16","Ochroma.pyramidale",0
"1715","16","Ocotea.cernua",0
"1716","16","Ocotea.oblonga",0
"1717","16","Ocotea.puberula",0
"1718","16","Ocotea.whitei",2
"1719","16","Oenocarpus.mapora",15
"1720","16","Ormosia.amazonica",0
"1721","16","Ormosia.coccinea",0
"1722","16","Ormosia.macrocalyx",0
"1723","16","Pachira.quinata",0
"1724","16","Pachira.sessilis",0
"1725","16","Perebea.xanthochyma",0
"1726","16","Cinnamomum.triplinerve",1
"1727","16","Picramnia.latifolia",0
"1728","16","Piper.reticulatum",0
"1729","16","Platymiscium.pinnatum",1
"1730","16","Platypodium.elegans",1
"1731","16","Posoqueria.latifolia",0
"1732","16","Poulsenia.armata",32
"1733","16","Pourouma.bicolor",0
"1734","16","Pouteria.fossicola",0
"1735","16","Pouteria.reticulata",3
"1736","16","Pouteria.stipitata",1
"1737","16","Prioria.copaifera",18
"1738","16","Protium.costaricense",1
"1739","16","Protium.panamense",0
"1740","16","Protium.tenuifolium",2
"1741","16","Pseudobombax.septenatum",0
"1742","16","Psidium.friedrichsthalianum",0
"1743","16","Psychotria.grandis",0
"1744","16","Pterocarpus.rohrii",1
"1745","16","Quararibea.asterolepis",25
"1746","16","Quassia.amara",0
"1747","16","Randia.armata",3
"1748","16","Sapium.broadleaf",0
"1749","16","Sapium.glandulosum",0
"1750","16","Schizolobium.parahyba",0
"1751","16","Senna.dariensis",0
"1752","16","Simarouba.amara",8
"1753","16","Siparuna.guianensis",1
"1754","16","Siparuna.pauciflora",0
"1755","16","Sloanea.terniflora",0
"1756","16","Socratea.exorrhiza",1
"1757","16","Solanum.hayesii",2
"1758","16","Sorocea.affinis",0
"1759","16","Spachea.membranacea",0
"1760","16","Spondias.mombin",0
"1761","16","Spondias.radlkoferi",2
"1762","16","Sterculia.apetala",0
"1763","16","Swartzia.simplex.var.grandiflora",5
"1764","16","Swartzia.simplex.continentalis",5
"1765","16","Symphonia.globulifera",1
"1766","16","Handroanthus.guayacan",0
"1767","16","Tabebuia.rosea",1
"1768","16","Tabernaemontana.arborea",11
"1769","16","Tachigali.versicolor",2
"1770","16","Talisia.nervosa",0
"1771","16","Talisia.princeps",0
"1772","16","Terminalia.amazonia",0
"1773","16","Terminalia.oblonga",3
"1774","16","Tetragastris.panamensis",6
"1775","16","Tetrathylacium.johansenii",0
"1776","16","Theobroma.cacao",1
"1777","16","Thevetia.ahouai",0
"1778","16","Tocoyena.pittieri",0
"1779","16","Trattinnickia.aspera",1
"1780","16","Trema.micrantha",0
"1781","16","Trichanthera.gigantea",0
"1782","16","Trichilia.pallida",3
"1783","16","Trichilia.tuberculata",25
"1784","16","Trichospermum.galeottii",0
"1785","16","Triplaris.cumingiana",2
"1786","16","Trophis.caucana",0
"1787","16","Trophis.racemosa",2
"1788","16","Turpinia.occidentalis",2
"1789","16","Unonopsis.pittieri",1
"1790","16","Virola.multiflora",1
"1791","16","Virola.sebifera",24
"1792","16","Virola.surinamensis",5
"1793","16","Vismia.baccifera",0
"1794","16","Vochysia.ferruginea",0
"1795","16","Xylopia.macrantha",1
"1796","16","Zanthoxylum.ekmanii",2
"1797","16","Zanthoxylum.juniperinum",1
"1798","16","Zanthoxylum.panamense",0
"1799","16","Zanthoxylum.setulosum",0
"1800","16","Zuelania.guidonia",0
"1801","17","Abarema.macradenia",0
"1802","17","Vachellia.melanoceras",0
"1803","17","Acalypha.diversifolia",0
"1804","17","Acalypha.macrostachya",0
"1805","17","Adelia.triloba",0
"1806","17","Aegiphila.panamensis",1
"1807","17","Alchornea.costaricensis",2
"1808","17","Alchornea.latifolia",0
"1809","17","Alibertia.edulis",0
"1810","17","Allophylus.psilospermus",2
"1811","17","Alseis.blackiana",31
"1812","17","Amaioua.corymbosa",0
"1813","17","Anacardium.excelsum",0
"1814","17","Andira.inermis",0
"1815","17","Annona.spraguei",1
"1816","17","Apeiba.glabra",1
"1817","17","Apeiba.tibourbou",0
"1818","17","Aspidosperma.desmanthum",1
"1819","17","Astrocaryum.standleyanum",1
"1820","17","Astronium.graveolens",2
"1821","17","Attalea.butyracea",0
"1822","17","Banara.guianensis",0
"1823","17","Beilschmiedia.pendula",2
"1824","17","Brosimum.alicastrum",5
"1825","17","Brosimum.guianense",0
"1826","17","Calophyllum.longifolium",0
"1827","17","Casearia.aculeata",1
"1828","17","Casearia.arborea",0
"1829","17","Casearia.commersoniana",0
"1830","17","Casearia.guianensis",1
"1831","17","Casearia.sylvestris",0
"1832","17","Cassipourea.guianensis",0
"1833","17","Cavanillesia.platanifolia",0
"1834","17","Cecropia.insignis",3
"1835","17","Cecropia.obtusifolia",0
"1836","17","Cedrela.odorata",0
"1837","17","Ceiba.pentandra",2
"1838","17","Celtis.schippii",1
"1839","17","Cespedesia.spathulata",0
"1840","17","Chamguava.schippii",0
"1841","17","Chimarrhis.parviflora",0
"1842","17","Maclura.tinctoria",0
"1843","17","Chrysochlamys.eclipes",0
"1844","17","Chrysophyllum.argenteum",1
"1845","17","Chrysophyllum.cainito",0
"1846","17","Coccoloba.coronata",0
"1847","17","Coccoloba.manzinellensis",0
"1848","17","Colubrina.glandulosa",0
"1849","17","Cordia.alliodora",0
"1850","17","Cordia.bicolor",7
"1851","17","Cordia.lasiocalyx",3
"1852","17","Coussarea.curvigemma",4
"1853","17","Croton.billbergianus",0
"1854","17","Cupania.cinerea",0
"1855","17","Cupania.latifolia",0
"1856","17","Cupania.rufescens",2
"1857","17","Cupania.seemannii",3
"1858","17","Dendropanax.arboreus",2
"1859","17","Desmopsis.panamensis",0
"1860","17","Diospyros.artanthifolia",1
"1861","17","Dipteryx.oleifera",0
"1862","17","Drypetes.standleyi",3
"1863","17","Elaeis.oleifera",0
"1864","17","Enterolobium.schomburgkii",0
"1865","17","Erythrina.costaricensis",0
"1866","17","Erythroxylum.macrophyllum",0
"1867","17","Eugenia.florida",2
"1868","17","Eugenia.galalonensis",0
"1869","17","Eugenia.nesiotica",2
"1870","17","Eugenia.oerstediana",3
"1871","17","Faramea.occidentalis",42
"1872","17","Ficus.colubrinae",0
"1873","17","Ficus.costaricana",0
"1874","17","Ficus.insipida",0
"1875","17","Ficus.maxima",0
"1876","17","Ficus.obtusifolia",0
"1877","17","Ficus.popenoei",0
"1878","17","Ficus.tonduzii",0
"1879","17","Ficus.trigonata",0
"1880","17","Ficus.yoponensis",0
"1881","17","Garcinia.intermedia",0
"1882","17","Garcinia.madruno",0
"1883","17","Genipa.americana",1
"1884","17","Guapira.myrtiflora",1
"1885","17","Guarea.fuzzy",0
"1886","17","Guarea.grandifolia",0
"1887","17","Guarea.guidonia",2
"1888","17","Guatteria.dumetorum",3
"1889","17","Guazuma.ulmifolia",0
"1890","17","Guettarda.foliacea",1
"1891","17","Gustavia.superba",7
"1892","17","Hampea.appendiculata",0
"1893","17","Hasseltia.floribunda",1
"1894","17","Heisteria.acuminata",0
"1895","17","Heisteria.concinna",13
"1896","17","Hirtella.americana",0
"1897","17","Hirtella.triandra",4
"1898","17","Hura.crepitans",0
"1899","17","Hieronyma.alchorneoides",0
"1900","17","Inga.acuminata",2
"1901","17","Inga.cocleensis",2
"1902","17","Inga.goldmanii",1
"1903","17","Inga.laurina",0
"1904","17","Inga.semialata",0
"1905","17","Inga.nobilis",1
"1906","17","Inga.oerstediana",0
"1907","17","Inga.pezizifera",0
"1908","17","Inga.punctata",0
"1909","17","Inga.ruiziana",0
"1910","17","Inga.sapindoides",1
"1911","17","Inga.spectabilis",1
"1912","17","Inga.umbellifera",0
"1913","17","Jacaranda.copaia",4
"1914","17","Lacistema.aggregatum",2
"1915","17","Lacmellea.panamensis",1
"1916","17","Laetia.procera",1
"1917","17","Laetia.thamnia",1
"1918","17","Lafoensia.punicifolia",0
"1919","17","Licania.hypoleuca",0
"1920","17","Licania.platypus",0
"1921","17","Lindackeria.laurina",2
"1922","17","Lonchocarpus.heptaphyllus",5
"1923","17","Luehea.seemannii",1
"1924","17","Macrocnemum.roseum",0
"1925","17","Maquira.guianensis.costaricana",2
"1926","17","Margaritaria.nobilis",0
"1927","17","Marila.laxiflora",0
"1928","17","Maytenus.schippii",0
"1929","17","Miconia.affinis",1
"1930","17","Miconia.argentea",3
"1931","17","Miconia.elata",0
"1932","17","Miconia.hondurensis",0
"1933","17","Mosannona.garwoodii",2
"1934","17","Myrcia.gatunensis",0
"1935","17","Myrospermum.frutescens",0
"1936","17","Nectandra.cissiflora",1
"1937","17","Nectandra.lineata",0
"1938","17","Nectandra.purpurea",0
"1939","17","Ochroma.pyramidale",0
"1940","17","Ocotea.cernua",0
"1941","17","Ocotea.oblonga",0
"1942","17","Ocotea.puberula",0
"1943","17","Ocotea.whitei",0
"1944","17","Oenocarpus.mapora",31
"1945","17","Ormosia.amazonica",0
"1946","17","Ormosia.coccinea",0
"1947","17","Ormosia.macrocalyx",0
"1948","17","Pachira.quinata",0
"1949","17","Pachira.sessilis",0
"1950","17","Perebea.xanthochyma",0
"1951","17","Cinnamomum.triplinerve",0
"1952","17","Picramnia.latifolia",0
"1953","17","Piper.reticulatum",1
"1954","17","Platymiscium.pinnatum",2
"1955","17","Platypodium.elegans",0
"1956","17","Posoqueria.latifolia",1
"1957","17","Poulsenia.armata",2
"1958","17","Pourouma.bicolor",0
"1959","17","Pouteria.fossicola",0
"1960","17","Pouteria.reticulata",5
"1961","17","Pouteria.stipitata",6
"1962","17","Prioria.copaifera",25
"1963","17","Protium.costaricense",1
"1964","17","Protium.panamense",1
"1965","17","Protium.tenuifolium",2
"1966","17","Pseudobombax.septenatum",0
"1967","17","Psidium.friedrichsthalianum",0
"1968","17","Psychotria.grandis",0
"1969","17","Pterocarpus.rohrii",1
"1970","17","Quararibea.asterolepis",9
"1971","17","Quassia.amara",0
"1972","17","Randia.armata",5
"1973","17","Sapium.broadleaf",0
"1974","17","Sapium.glandulosum",0
"1975","17","Schizolobium.parahyba",0
"1976","17","Senna.dariensis",0
"1977","17","Simarouba.amara",2
"1978","17","Siparuna.guianensis",0
"1979","17","Siparuna.pauciflora",0
"1980","17","Sloanea.terniflora",1
"1981","17","Socratea.exorrhiza",0
"1982","17","Solanum.hayesii",0
"1983","17","Sorocea.affinis",0
"1984","17","Spachea.membranacea",0
"1985","17","Spondias.mombin",1
"1986","17","Spondias.radlkoferi",0
"1987","17","Sterculia.apetala",1
"1988","17","Swartzia.simplex.var.grandiflora",6
"1989","17","Swartzia.simplex.continentalis",4
"1990","17","Symphonia.globulifera",0
"1991","17","Handroanthus.guayacan",1
"1992","17","Tabebuia.rosea",1
"1993","17","Tabernaemontana.arborea",3
"1994","17","Tachigali.versicolor",1
"1995","17","Talisia.nervosa",0
"1996","17","Talisia.princeps",0
"1997","17","Terminalia.amazonia",0
"1998","17","Terminalia.oblonga",0
"1999","17","Tetragastris.panamensis",13
"2000","17","Tetrathylacium.johansenii",0
"2001","17","Theobroma.cacao",0
"2002","17","Thevetia.ahouai",0
"2003","17","Tocoyena.pittieri",0
"2004","17","Trattinnickia.aspera",3
"2005","17","Trema.micrantha",0
"2006","17","Trichanthera.gigantea",0
"2007","17","Trichilia.pallida",2
"2008","17","Trichilia.tuberculata",36
"2009","17","Trichospermum.galeottii",0
"2010","17","Triplaris.cumingiana",3
"2011","17","Trophis.caucana",1
"2012","17","Trophis.racemosa",0
"2013","17","Turpinia.occidentalis",0
"2014","17","Unonopsis.pittieri",0
"2015","17","Virola.multiflora",0
"2016","17","Virola.sebifera",5
"2017","17","Virola.surinamensis",0
"2018","17","Vismia.baccifera",0
"2019","17","Vochysia.ferruginea",1
"2020","17","Xylopia.macrantha",2
"2021","17","Zanthoxylum.ekmanii",1
"2022","17","Zanthoxylum.juniperinum",0
"2023","17","Zanthoxylum.panamense",1
"2024","17","Zanthoxylum.setulosum",0
"2025","17","Zuelania.guidonia",1
"2026","18","Abarema.macradenia",0
"2027","18","Vachellia.melanoceras",0
"2028","18","Acalypha.diversifolia",0
"2029","18","Acalypha.macrostachya",0
"2030","18","Adelia.triloba",1
"2031","18","Aegiphila.panamensis",1
"2032","18","Alchornea.costaricensis",0
"2033","18","Alchornea.latifolia",0
"2034","18","Alibertia.edulis",0
"2035","18","Allophylus.psilospermus",0
"2036","18","Alseis.blackiana",7
"2037","18","Amaioua.corymbosa",0
"2038","18","Anacardium.excelsum",2
"2039","18","Andira.inermis",0
"2040","18","Annona.spraguei",2
"2041","18","Apeiba.glabra",1
"2042","18","Apeiba.tibourbou",1
"2043","18","Aspidosperma.desmanthum",0
"2044","18","Astrocaryum.standleyanum",6
"2045","18","Astronium.graveolens",0
"2046","18","Attalea.butyracea",2
"2047","18","Banara.guianensis",0
"2048","18","Beilschmiedia.pendula",0
"2049","18","Brosimum.alicastrum",0
"2050","18","Brosimum.guianense",0
"2051","18","Calophyllum.longifolium",4
"2052","18","Casearia.aculeata",0
"2053","18","Casearia.arborea",0
"2054","18","Casearia.commersoniana",0
"2055","18","Casearia.guianensis",0
"2056","18","Casearia.sylvestris",1
"2057","18","Cassipourea.guianensis",6
"2058","18","Cavanillesia.platanifolia",0
"2059","18","Cecropia.insignis",0
"2060","18","Cecropia.obtusifolia",0
"2061","18","Cedrela.odorata",0
"2062","18","Ceiba.pentandra",0
"2063","18","Celtis.schippii",0
"2064","18","Cespedesia.spathulata",0
"2065","18","Chamguava.schippii",2
"2066","18","Chimarrhis.parviflora",0
"2067","18","Maclura.tinctoria",1
"2068","18","Chrysochlamys.eclipes",0
"2069","18","Chrysophyllum.argenteum",0
"2070","18","Chrysophyllum.cainito",2
"2071","18","Coccoloba.coronata",0
"2072","18","Coccoloba.manzinellensis",2
"2073","18","Colubrina.glandulosa",0
"2074","18","Cordia.alliodora",2
"2075","18","Cordia.bicolor",2
"2076","18","Cordia.lasiocalyx",3
"2077","18","Coussarea.curvigemma",6
"2078","18","Croton.billbergianus",4
"2079","18","Cupania.cinerea",0
"2080","18","Cupania.latifolia",0
"2081","18","Cupania.rufescens",1
"2082","18","Cupania.seemannii",0
"2083","18","Dendropanax.arboreus",2
"2084","18","Desmopsis.panamensis",0
"2085","18","Diospyros.artanthifolia",0
"2086","18","Dipteryx.oleifera",0
"2087","18","Drypetes.standleyi",1
"2088","18","Elaeis.oleifera",9
"2089","18","Enterolobium.schomburgkii",0
"2090","18","Erythrina.costaricensis",0
"2091","18","Erythroxylum.macrophyllum",0
"2092","18","Eugenia.florida",2
"2093","18","Eugenia.galalonensis",0
"2094","18","Eugenia.nesiotica",2
"2095","18","Eugenia.oerstediana",4
"2096","18","Faramea.occidentalis",35
"2097","18","Ficus.colubrinae",0
"2098","18","Ficus.costaricana",1
"2099","18","Ficus.insipida",0
"2100","18","Ficus.maxima",0
"2101","18","Ficus.obtusifolia",0
"2102","18","Ficus.popenoei",0
"2103","18","Ficus.tonduzii",0
"2104","18","Ficus.trigonata",0
"2105","18","Ficus.yoponensis",0
"2106","18","Garcinia.intermedia",2
"2107","18","Garcinia.madruno",0
"2108","18","Genipa.americana",1
"2109","18","Guapira.myrtiflora",0
"2110","18","Guarea.fuzzy",0
"2111","18","Guarea.grandifolia",0
"2112","18","Guarea.guidonia",2
"2113","18","Guatteria.dumetorum",0
"2114","18","Guazuma.ulmifolia",1
"2115","18","Guettarda.foliacea",2
"2116","18","Gustavia.superba",3
"2117","18","Hampea.appendiculata",0
"2118","18","Hasseltia.floribunda",2
"2119","18","Heisteria.acuminata",0
"2120","18","Heisteria.concinna",8
"2121","18","Hirtella.americana",0
"2122","18","Hirtella.triandra",12
"2123","18","Hura.crepitans",0
"2124","18","Hieronyma.alchorneoides",2
"2125","18","Inga.acuminata",0
"2126","18","Inga.cocleensis",1
"2127","18","Inga.goldmanii",2
"2128","18","Inga.laurina",0
"2129","18","Inga.semialata",1
"2130","18","Inga.nobilis",1
"2131","18","Inga.oerstediana",0
"2132","18","Inga.pezizifera",0
"2133","18","Inga.punctata",0
"2134","18","Inga.ruiziana",3
"2135","18","Inga.sapindoides",1
"2136","18","Inga.spectabilis",0
"2137","18","Inga.umbellifera",0
"2138","18","Jacaranda.copaia",3
"2139","18","Lacistema.aggregatum",0
"2140","18","Lacmellea.panamensis",3
"2141","18","Laetia.procera",2
"2142","18","Laetia.thamnia",0
"2143","18","Lafoensia.punicifolia",0
"2144","18","Licania.hypoleuca",0
"2145","18","Licania.platypus",0
"2146","18","Lindackeria.laurina",5
"2147","18","Lonchocarpus.heptaphyllus",3
"2148","18","Luehea.seemannii",5
"2149","18","Macrocnemum.roseum",0
"2150","18","Maquira.guianensis.costaricana",0
"2151","18","Margaritaria.nobilis",0
"2152","18","Marila.laxiflora",0
"2153","18","Maytenus.schippii",1
"2154","18","Miconia.affinis",0
"2155","18","Miconia.argentea",4
"2156","18","Miconia.elata",0
"2157","18","Miconia.hondurensis",0
"2158","18","Mosannona.garwoodii",1
"2159","18","Myrcia.gatunensis",0
"2160","18","Myrospermum.frutescens",0
"2161","18","Nectandra.cissiflora",0
"2162","18","Nectandra.lineata",1
"2163","18","Nectandra.purpurea",0
"2164","18","Ochroma.pyramidale",0
"2165","18","Ocotea.cernua",1
"2166","18","Ocotea.oblonga",0
"2167","18","Ocotea.puberula",0
"2168","18","Ocotea.whitei",0
"2169","18","Oenocarpus.mapora",24
"2170","18","Ormosia.amazonica",0
"2171","18","Ormosia.coccinea",0
"2172","18","Ormosia.macrocalyx",0
"2173","18","Pachira.quinata",0
"2174","18","Pachira.sessilis",0
"2175","18","Perebea.xanthochyma",0
"2176","18","Cinnamomum.triplinerve",0
"2177","18","Picramnia.latifolia",0
"2178","18","Piper.reticulatum",0
"2179","18","Platymiscium.pinnatum",1
"2180","18","Platypodium.elegans",1
"2181","18","Posoqueria.latifolia",0
"2182","18","Poulsenia.armata",0
"2183","18","Pourouma.bicolor",0
"2184","18","Pouteria.fossicola",0
"2185","18","Pouteria.reticulata",17
"2186","18","Pouteria.stipitata",1
"2187","18","Prioria.copaifera",5
"2188","18","Protium.costaricense",0
"2189","18","Protium.panamense",0
"2190","18","Protium.tenuifolium",1
"2191","18","Pseudobombax.septenatum",0
"2192","18","Psidium.friedrichsthalianum",0
"2193","18","Psychotria.grandis",0
"2194","18","Pterocarpus.rohrii",3
"2195","18","Quararibea.asterolepis",0
"2196","18","Quassia.amara",0
"2197","18","Randia.armata",10
"2198","18","Sapium.broadleaf",0
"2199","18","Sapium.glandulosum",1
"2200","18","Schizolobium.parahyba",0
"2201","18","Senna.dariensis",0
"2202","18","Simarouba.amara",2
"2203","18","Siparuna.guianensis",1
"2204","18","Siparuna.pauciflora",0
"2205","18","Sloanea.terniflora",0
"2206","18","Socratea.exorrhiza",0
"2207","18","Solanum.hayesii",0
"2208","18","Sorocea.affinis",0
"2209","18","Spachea.membranacea",0
"2210","18","Spondias.mombin",3
"2211","18","Spondias.radlkoferi",3
"2212","18","Sterculia.apetala",2
"2213","18","Swartzia.simplex.var.grandiflora",9
"2214","18","Swartzia.simplex.continentalis",2
"2215","18","Symphonia.globulifera",0
"2216","18","Handroanthus.guayacan",0
"2217","18","Tabebuia.rosea",0
"2218","18","Tabernaemontana.arborea",10
"2219","18","Tachigali.versicolor",3
"2220","18","Talisia.nervosa",0
"2221","18","Talisia.princeps",0
"2222","18","Terminalia.amazonia",2
"2223","18","Terminalia.oblonga",0
"2224","18","Tetragastris.panamensis",11
"2225","18","Tetrathylacium.johansenii",2
"2226","18","Theobroma.cacao",0
"2227","18","Thevetia.ahouai",0
"2228","18","Tocoyena.pittieri",0
"2229","18","Trattinnickia.aspera",0
"2230","18","Trema.micrantha",0
"2231","18","Trichanthera.gigantea",0
"2232","18","Trichilia.pallida",5
"2233","18","Trichilia.tuberculata",23
"2234","18","Trichospermum.galeottii",0
"2235","18","Triplaris.cumingiana",6
"2236","18","Trophis.caucana",0
"2237","18","Trophis.racemosa",2
"2238","18","Turpinia.occidentalis",0
"2239","18","Unonopsis.pittieri",0
"2240","18","Virola.multiflora",0
"2241","18","Virola.sebifera",0
"2242","18","Virola.surinamensis",2
"2243","18","Vismia.baccifera",0
"2244","18","Vochysia.ferruginea",2
"2245","18","Xylopia.macrantha",1
"2246","18","Zanthoxylum.ekmanii",0
"2247","18","Zanthoxylum.juniperinum",2
"2248","18","Zanthoxylum.panamense",1
"2249","18","Zanthoxylum.setulosum",0
"2250","18","Zuelania.guidonia",1
"2251","19","Abarema.macradenia",0
"2252","19","Vachellia.melanoceras",0
"2253","19","Acalypha.diversifolia",0
"2254","19","Acalypha.macrostachya",0
"2255","19","Adelia.triloba",0
"2256","19","Aegiphila.panamensis",1
"2257","19","Alchornea.costaricensis",1
"2258","19","Alchornea.latifolia",0
"2259","19","Alibertia.edulis",0
"2260","19","Allophylus.psilospermus",1
"2261","19","Alseis.blackiana",13
"2262","19","Amaioua.corymbosa",0
"2263","19","Anacardium.excelsum",0
"2264","19","Andira.inermis",2
"2265","19","Annona.spraguei",1
"2266","19","Apeiba.glabra",13
"2267","19","Apeiba.tibourbou",1
"2268","19","Aspidosperma.desmanthum",0
"2269","19","Astrocaryum.standleyanum",2
"2270","19","Astronium.graveolens",0
"2271","19","Attalea.butyracea",0
"2272","19","Banara.guianensis",0
"2273","19","Beilschmiedia.pendula",2
"2274","19","Brosimum.alicastrum",4
"2275","19","Brosimum.guianense",0
"2276","19","Calophyllum.longifolium",1
"2277","19","Casearia.aculeata",0
"2278","19","Casearia.arborea",4
"2279","19","Casearia.commersoniana",0
"2280","19","Casearia.guianensis",0
"2281","19","Casearia.sylvestris",1
"2282","19","Cassipourea.guianensis",2
"2283","19","Cavanillesia.platanifolia",0
"2284","19","Cecropia.insignis",8
"2285","19","Cecropia.obtusifolia",3
"2286","19","Cedrela.odorata",0
"2287","19","Ceiba.pentandra",0
"2288","19","Celtis.schippii",1
"2289","19","Cespedesia.spathulata",0
"2290","19","Chamguava.schippii",0
"2291","19","Chimarrhis.parviflora",0
"2292","19","Maclura.tinctoria",0
"2293","19","Chrysochlamys.eclipes",0
"2294","19","Chrysophyllum.argenteum",0
"2295","19","Chrysophyllum.cainito",1
"2296","19","Coccoloba.coronata",0
"2297","19","Coccoloba.manzinellensis",0
"2298","19","Colubrina.glandulosa",0
"2299","19","Cordia.alliodora",5
"2300","19","Cordia.bicolor",8
"2301","19","Cordia.lasiocalyx",4
"2302","19","Coussarea.curvigemma",3
"2303","19","Croton.billbergianus",1
"2304","19","Cupania.cinerea",1
"2305","19","Cupania.latifolia",0
"2306","19","Cupania.rufescens",0
"2307","19","Cupania.seemannii",1
"2308","19","Dendropanax.arboreus",3
"2309","19","Desmopsis.panamensis",1
"2310","19","Diospyros.artanthifolia",0
"2311","19","Dipteryx.oleifera",1
"2312","19","Drypetes.standleyi",1
"2313","19","Elaeis.oleifera",1
"2314","19","Enterolobium.schomburgkii",1
"2315","19","Erythrina.costaricensis",0
"2316","19","Erythroxylum.macrophyllum",0
"2317","19","Eugenia.florida",2
"2318","19","Eugenia.galalonensis",1
"2319","19","Eugenia.nesiotica",1
"2320","19","Eugenia.oerstediana",6
"2321","19","Faramea.occidentalis",42
"2322","19","Ficus.colubrinae",0
"2323","19","Ficus.costaricana",0
"2324","19","Ficus.insipida",0
"2325","19","Ficus.maxima",0
"2326","19","Ficus.obtusifolia",0
"2327","19","Ficus.popenoei",0
"2328","19","Ficus.tonduzii",0
"2329","19","Ficus.trigonata",0
"2330","19","Ficus.yoponensis",0
"2331","19","Garcinia.intermedia",3
"2332","19","Garcinia.madruno",0
"2333","19","Genipa.americana",0
"2334","19","Guapira.myrtiflora",3
"2335","19","Guarea.fuzzy",0
"2336","19","Guarea.grandifolia",0
"2337","19","Guarea.guidonia",2
"2338","19","Guatteria.dumetorum",3
"2339","19","Guazuma.ulmifolia",1
"2340","19","Guettarda.foliacea",1
"2341","19","Gustavia.superba",6
"2342","19","Hampea.appendiculata",0
"2343","19","Hasseltia.floribunda",3
"2344","19","Heisteria.acuminata",0
"2345","19","Heisteria.concinna",7
"2346","19","Hirtella.americana",0
"2347","19","Hirtella.triandra",24
"2348","19","Hura.crepitans",0
"2349","19","Hieronyma.alchorneoides",1
"2350","19","Inga.acuminata",0
"2351","19","Inga.cocleensis",2
"2352","19","Inga.goldmanii",0
"2353","19","Inga.laurina",1
"2354","19","Inga.semialata",0
"2355","19","Inga.nobilis",0
